"Site","months","monthly","Temp_avg","Temp_min","Temp_max","Rain_sum","Pressure_avg","RH_avg","DP_avg","WS_avg","WD_avg","GS_max","SR_avg","WC_avg_15cm","WC_avg_5cm","WC_avg_30cm","ST_avg","W_avg","SD_avg"
"Crooked Lake","Mar","obs_na",0,0,0,16,16,0,0,16,16,0,16,62,62,62,62,62,62
"Crooked Lake","Apr","mean",2.34,-4.71,8.94,0.27,932.96,62.83,-5.31,0.66,22.58,6.74,183.39,NA,NA,NA,NA,NA,NA
"Crooked Lake","Apr","max",7.09,2.55,16.93,4,953.8,95.37,1.38,2.39,87.68,12.08,278.64,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Crooked Lake","Apr","min",-6.62,-19.33,1.55,0,920.66,44.08,-13.58,0.04,276.57,2.52,56.14,Inf,Inf,Inf,Inf,Inf,Inf
"Crooked Lake","Apr","obs_na",0,0,0,0,0,0,0,0,0,0,0,60,60,60,60,60,60
"Crooked Lake","May","mean",8.23,1.17,14.06,1.39,931.13,64.65,0.74,0.69,16.77,7.7,202.88,NA,NA,NA,NA,NA,NA
"Crooked Lake","May","max",14.19,9.85,24.14,11.4,940.68,96.04,8.06,2.29,77.45,13.09,294.17,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Crooked Lake","May","min",3.85,-4.52,6.46,0,919.29,37.07,-5.92,0.08,297.7,3.52,71.55,Inf,Inf,Inf,Inf,Inf,Inf
"Crooked Lake","May","obs_na",0,0,0,0,0,0,0,0,0,0,0,62,62,62,62,62,62
"Crooked Lake","Jun","mean",13.18,6.34,18.94,1.55,933.9,63.17,5.25,0.7,17.38,6.99,227.02,NA,NA,NA,NA,NA,NA
"Crooked Lake","Jun","max",18.53,13.21,26.14,26.81,944.6,96.74,11.58,2.33,89.2,12.58,347.44,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Crooked Lake","Jun","min",8.57,-1.41,12.56,0,918.34,40.29,-2.13,0.04,277.92,3.02,32.7,Inf,Inf,Inf,Inf,Inf,Inf
"Crooked Lake","Jun","obs_na",0,0,0,0,0,0,0,0,0,0,0,54,54,54,54,54,54
"Crooked Lake","Jul","mean",14.12,7.6,20.2,2.96,935.81,75.39,9.09,0.47,7.67,6.12,217.73,NA,NA,NA,NA,NA,NA
"Crooked Lake","Jul","max",20.3,10.87,29.77,27,945.21,99.08,12.02,1.32,65.4,9.56,321.81,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Crooked Lake","Jul","min",8.53,2.06,11.89,0,921.99,59.76,6.39,0.02,279.03,2.52,42.49,Inf,Inf,Inf,Inf,Inf,Inf
"Crooked Lake","Jul","obs_na",0,0,0,0,0,0,0,0,0,0,0,31,31,31,31,31,31
"Crooked Lake","Aug","mean",13.59,6.37,20.74,1.32,935.38,72.89,7.81,0.48,15.94,6.15,181.01,NA,NA,NA,NA,NA,NA
"Crooked Lake","Aug","max",18.95,14.46,30.34,21,945.54,98.44,14.11,1.61,87.51,11.58,286.81,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Crooked Lake","Aug","min",8.61,-0.62,12.07,0,926.08,45.09,2.3,0.02,273.42,2.52,51.56,Inf,Inf,Inf,Inf,Inf,Inf
"Crooked Lake","Aug","obs_na",0,0,0,0,0,0,0,0,0,0,0,74,74,74,74,74,74
"Crooked Lake","Sep","mean",8.49,2.07,15.31,0.67,930.9,77.35,4.04,0.42,10.36,6.03,116.74,NA,NA,NA,NA,NA,NA
"Crooked Lake","Sep","max",16.02,9.1,26.64,7.8,945.95,98.46,9.34,2.16,87.33,14.09,207.6,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Crooked Lake","Sep","min",1.29,-3.43,6.48,0,915.65,47.06,-2.32,0,272.14,2.52,27.9,Inf,Inf,Inf,Inf,Inf,Inf
"Crooked Lake","Sep","obs_na",0,0,0,0,0,0,0,0,0,0,0,90,90,90,90,90,90
"Crooked Lake","Oct","mean",0.32,-4.24,5.5,0.43,930.75,82.92,-2.6,0.35,4.09,5.15,57.55,NA,NA,NA,NA,NA,NA
"Crooked Lake","Oct","max",9.44,5.41,15.9,6.4,951.72,98.72,6.99,2.1,89.19,13.59,123.47,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Crooked Lake","Oct","min",-12.94,-17.26,-6.83,0,910.94,48.94,-17.6,0,271.55,2.01,14,Inf,Inf,Inf,Inf,Inf,Inf
"Crooked Lake","Oct","obs_na",0,0,0,0,0,0,0,0,0,0,0,89,89,89,89,89,89
"Crooked Lake","Nov","mean",-6.48,-10.83,-2.8,0.18,928.68,89.68,-8.09,0.31,351.22,4.21,17.73,NA,NA,NA,NA,NA,NA
"Crooked Lake","Nov","max",2.84,-0.58,6.28,3.6,945.35,99.75,0.12,2.12,72.11,13.09,57.53,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Crooked Lake","Nov","min",-26.82,-30.89,-22.2,0,913.04,51.27,-28.55,0,279.51,1.01,3.95,Inf,Inf,Inf,Inf,Inf,Inf
"Crooked Lake","Nov","obs_na",0,0,0,0,2,0,0,0,0,0,0,35,35,35,35,35,35
"Crooked Lake","Dec","mean",-13.24,-18.84,-8.05,0,925.3,89.26,-14.72,0.15,17.85,4.04,6.27,NA,NA,NA,NA,NA,NA
"Crooked Lake","Dec","max",-2.67,-10.04,1.78,0,935.52,95.7,-6.58,0.82,88.26,10.07,12.06,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Crooked Lake","Dec","min",-29.06,-32.52,-23.5,0,904.86,74.51,-30.91,0,288.96,0.5,1.85,Inf,Inf,Inf,Inf,Inf,Inf
"Crooked Lake","Dec","obs_na",0,0,0,0,8,0,0,0,0,0,0,31,31,31,31,31,31
"Crystal Lake","Jan","mean",-7.87,Inf,-Inf,1.47,926.21,88.01,-9.54,0.61,349.22,-Inf,26.18,0.1,NA,NA,0.45,31.36,NA
"Crystal Lake","Jan","max",7.66,Inf,9.98,30.8,950.02,97.89,4.78,3.49,89.98,17.63,76.29,0.2,-Inf,-Inf,0.6,100,-Inf
"Crystal Lake","Jan","min",-37.79,-44.87,-Inf,0,898.89,49.42,-41.27,0,270.2,-Inf,0.6,0.04,Inf,Inf,0.36,0,Inf
"Crystal Lake","Jan","obs_na",33,0,0,33,33,33,33,33,127,0,33,219,465,465,434,33,465
"Crystal Lake","Feb","mean",-8.16,Inf,-Inf,0.99,926.83,82.7,-10.71,0.8,356.64,-Inf,66.67,0.1,NA,NA,0.28,22.57,NA
"Crystal Lake","Feb","max",5.4,Inf,10.86,25.4,948.49,97.29,3.23,4.19,88.5,16.88,139.26,0.16,-Inf,-Inf,0.38,100,-Inf
"Crystal Lake","Feb","min",-27.98,-39.42,-Inf,0,899.74,52.92,-31.08,0,271.19,-Inf,12.43,0.05,Inf,Inf,0.22,0,Inf
"Crystal Lake","Feb","obs_na",56,0,0,56,56,56,56,56,141,0,56,226,424,424,396,56,424
"Crystal Lake","Mar","mean",-2.18,Inf,-Inf,1.03,923.75,74.9,-6.51,0.95,359.64,-Inf,122.96,0.1,NA,NA,0.28,22.77,NA
"Crystal Lake","Mar","max",7.92,Inf,18.51,16.6,943.81,97.27,3.82,3.27,88.34,17.38,229,0.16,-Inf,-Inf,0.31,100,-Inf
"Crystal Lake","Mar","min",-21.99,-33.53,-Inf,0,902.1,44.05,-26.53,0,270.13,-Inf,27.7,0.05,Inf,Inf,0.25,0,Inf
"Crystal Lake","Mar","obs_na",62,0,0,62,62,62,62,62,155,0,76,248,465,465,434,62,465
"Crystal Lake","Apr","mean",2.9,Inf,-Inf,1.14,925.75,68.01,-3.22,1.05,1.69,-Inf,192.93,0.13,NA,NA,4.05,22.18,NA
"Crystal Lake","Apr","max",15.66,Inf,24.63,22.6,943.65,95.59,7.5,3.71,89.74,18.37,315.68,0.17,-Inf,-Inf,9.2,95.96,-Inf
"Crystal Lake","Apr","min",-12.41,-26.19,-Inf,0,899.28,32.25,-19.15,0.14,271.39,-Inf,43.69,0.08,Inf,Inf,0.25,0,Inf
"Crystal Lake","Apr","obs_na",62,0,0,62,62,62,62,62,152,0,110,243,451,451,421,62,451
"Crystal Lake","May","mean",9.58,Inf,-Inf,1.65,926.13,66.11,2.37,1.07,5.07,-Inf,231.3,0.12,NA,NA,9.74,24.77,NA
"Crystal Lake","May","max",20.96,Inf,29.59,25.8,940.95,95.55,11.48,4.22,83.65,15.77,423.19,0.15,-Inf,-Inf,11.73,98.58,-Inf
"Crystal Lake","May","min",2.1,-8.26,-Inf,0,911.44,30.79,-9.95,0.17,270.31,-Inf,53.01,0.08,Inf,Inf,7.76,0,Inf
"Crystal Lake","May","obs_na",54,0,0,54,54,54,54,63,156,0,81,280,496,496,480,54,496
"Crystal Lake","Jun","mean",13.16,4.92,20.03,2.12,926,68.58,6.52,1.05,11.06,-Inf,247.55,0.11,NA,NA,15.24,27.62,NA
"Crystal Lake","Jun","max",27.69,15.27,38.31,35.8,937.4,95.24,16.75,3.87,89.32,18.74,402.18,0.16,-Inf,-Inf,17.68,100,-Inf
"Crystal Lake","Jun","min",4.85,-4.71,8.27,0,908.32,42.53,-0.56,0.07,270.84,-Inf,39.26,0.06,Inf,Inf,10.41,0,Inf
"Crystal Lake","Jun","obs_na",0,0,0,0,0,0,0,5,120,0,30,240,480,480,450,0,480
"Crystal Lake","Jul","mean",15.57,7.5,22.69,2.05,928.16,70.92,9.34,0.91,11.25,7.17,240.38,0.11,NA,NA,17.05,30.85,NA
"Crystal Lake","Jul","max",24.22,16.94,35.69,20.8,938.88,94.71,14.68,3,89.38,15.11,375.41,0.16,-Inf,-Inf,22.18,96.05,-Inf
"Crystal Lake","Jul","min",8.76,-1.27,10.39,0,916.43,34.39,1,0.03,270.02,2.77,60.52,0.07,Inf,Inf,14.03,0,Inf
"Crystal Lake","Jul","obs_na",0,0,0,0,0,0,0,0,124,0,31,248,496,496,465,0,496
"Crystal Lake","Aug","mean",14.65,6.4,22.34,1.47,927.78,72.6,8.9,0.81,11.21,6.68,199.76,0.1,NA,NA,17.46,33.41,NA
"Crystal Lake","Aug","max",22.28,15.75,34.68,27.4,938.79,95.9,16.01,2.67,87.34,18,321.29,0.17,-Inf,-Inf,20.52,94.39,-Inf
"Crystal Lake","Aug","min",7.06,-2.39,10.81,0,912.12,43.08,0.42,0.04,272.95,2.27,43.07,0.04,Inf,Inf,13.29,0,Inf
"Crystal Lake","Aug","obs_na",0,0,0,31,0,0,0,0,124,0,31,248,496,496,461,31,496
"Crystal Lake","Sep","mean",9.56,2.7,16.63,2.13,926.86,79.43,5.65,0.75,3.56,6.37,132.78,0.1,NA,NA,13.08,42.44,NA
"Crystal Lake","Sep","max",19.35,11.18,31.46,53.4,945.14,97.68,12.81,3.59,87.22,16.51,246.19,0.15,-Inf,-Inf,19.4,100,-Inf
"Crystal Lake","Sep","min",0.42,-9,6.08,0,902.65,47.88,-6.17,0.01,274.47,2.27,25.46,0.05,Inf,Inf,5.83,0,Inf
"Crystal Lake","Sep","obs_na",0,0,0,0,0,0,0,0,103,0,0,223,480,480,420,0,480
"Crystal Lake","Oct","mean",3.26,-1.7,8.44,2.39,926.18,84.35,0.63,0.73,356.71,6.03,70.74,0.11,NA,NA,5.33,44.71,NA
"Crystal Lake","Oct","max",16.11,10.76,22.15,28,944.45,98.04,9.92,4.2,87.69,14.66,164.73,0.16,-Inf,-Inf,10.59,100,-Inf
"Crystal Lake","Oct","min",-16.73,-25.27,-7.87,0,902.6,50.54,-18.81,0,270.24,0,8.06,0.07,Inf,Inf,2.03,0,Inf
"Crystal Lake","Oct","obs_na",0,0,0,0,0,0,0,0,93,0,0,217,492,492,434,0,492
"Crystal Lake","Nov","mean",-3.64,-7.52,-0.29,1.91,924.87,88.62,-5.31,0.71,352.66,-Inf,29.59,0.11,NA,NA,1.53,39.91,NA
"Crystal Lake","Nov","max",11.27,6.76,16.23,31,952.04,97.8,6.52,3.46,85.45,16.12,90.82,0.18,-Inf,-Inf,4.05,100,-Inf
"Crystal Lake","Nov","min",-28.54,-34.76,-20.17,0,900.7,51.96,-30.75,0,274.31,-Inf,3.37,0,Inf,Inf,0.86,0,Inf
"Crystal Lake","Nov","obs_na",0,0,0,0,0,0,0,3,94,0,0,210,450,450,420,0,450
"Crystal Lake","Dec","mean",-8.02,Inf,-Inf,1.13,925.03,89.31,-9.48,0.51,350.22,-Inf,19.23,0.1,NA,NA,0.67,30.16,NA
"Crystal Lake","Dec","max",5.23,Inf,8.96,41.8,955.4,97.71,2.77,2.5,87.57,26.72,55.45,0.15,-Inf,-Inf,0.85,100,-Inf
"Crystal Lake","Dec","min",-35.5,-43.3,-Inf,0,897.7,67.12,-38.59,0,273.75,-Inf,1.6,0.02,Inf,Inf,0.6,0,Inf
"Crystal Lake","Dec","obs_na",4,0,0,4,4,4,4,21,123,0,4,217,465,465,434,4,465
"Dennis","Jan","mean",-5.72,Inf,-Inf,1.08,908.67,92.24,-6.78,0.13,358.72,3.69,20.74,0.31,0.36,0.37,1.28,NA,NA
"Dennis","Jan","max",2.97,Inf,7.07,22,929.93,98.99,2.38,1.03,88.41,8.56,61.86,0.4,0.54,0.52,2.05,-Inf,-Inf
"Dennis","Jan","min",-30.05,-33.14,-Inf,0,881.95,80.03,-32.31,0,271.48,0,2.85,0.24,0.24,0.23,0.42,Inf,Inf
"Dennis","Jan","obs_na",31,0,0,0,0,31,31,0,0,0,0,0,31,31,0,124,124
"Dennis","Feb","mean",-7.91,Inf,-Inf,1.12,907.72,86.18,-9.92,0.22,356.71,4.88,55.61,0.31,0.32,0.39,1.01,NA,NA
"Dennis","Feb","max",2.17,Inf,6.64,15,931.47,98.42,1.54,1.32,86.98,10.07,118.11,0.4,0.56,0.52,1.55,-Inf,-Inf
"Dennis","Feb","min",-25.06,-31.12,-Inf,0,890.18,56.77,-27.81,0,271.13,0,8.68,0.23,0.25,0.29,0.02,Inf,Inf
"Dennis","Feb","obs_na",28,0,0,0,0,28,28,0,0,0,0,0,49,28,0,113,113
"Dennis","Mar","mean",-2.67,Inf,-Inf,0.6,905.31,75.31,-6.91,0.31,353.18,5.51,122.69,0.31,0.26,0.38,0.95,NA,NA
"Dennis","Mar","max",3.34,Inf,15.61,8.2,922.98,95.88,0.71,1.39,88.85,9.56,212.9,0.41,0.27,0.52,1.46,-Inf,-Inf
"Dennis","Mar","min",-17.1,-25.79,-Inf,0,890.01,52.94,-20.65,0,272.32,2.52,39.88,0.25,0.26,0.29,0.36,Inf,Inf
"Dennis","Mar","obs_na",31,0,0,0,0,31,31,0,0,0,0,0,93,31,0,124,124
"Dennis","Apr","mean",1.7,Inf,-Inf,1.23,907.91,73.43,-3.19,0.39,3.84,6.37,177.75,0.36,0.33,0.49,1.07,NA,NA
"Dennis","Apr","max",7.74,Inf,19.27,12.2,928.8,93.12,1.7,1.32,85.06,11.58,291.14,0.54,0.41,0.52,2.78,-Inf,-Inf
"Dennis","Apr","min",-4.54,-13.7,-Inf,0,876.87,46.6,-10.51,0.02,274.22,3.52,60.45,0.27,0.28,0.3,0.52,Inf,Inf
"Dennis","Apr","obs_na",30,0,0,0,0,30,30,0,0,0,0,0,72,30,0,120,120
"Dennis","May","mean",7.29,Inf,-Inf,0.87,909.25,69.43,1.23,0.48,18.28,6.18,219.59,0.38,0.33,0.48,5.06,NA,NA
"Dennis","May","max",16.13,Inf,29.16,15.2,926.34,89.81,6.6,1.74,89.32,10.57,348.33,0.56,0.57,0.52,10.45,-Inf,-Inf
"Dennis","May","min",2.64,-3.84,-Inf,0,891.9,49.43,-3.7,0,272.13,2.52,86.87,0.27,0.26,0.34,0.84,Inf,Inf
"Dennis","May","obs_na",31,0,0,0,0,31,31,0,0,0,0,0,53,31,0,124,124
"Dennis","Jun","mean",11.26,Inf,-Inf,1.04,910.72,66.61,4.27,0.48,28.62,6.43,237.3,0.3,0.29,0.36,9.81,NA,NA
"Dennis","Jun","max",17.34,Inf,27.53,11.4,922.66,89.34,10.6,1.84,86.33,10.07,375.92,0.4,0.39,0.52,13.05,-Inf,-Inf
"Dennis","Jun","min",4.82,-2.92,-Inf,0,892.65,44.25,-1.8,0.02,270.3,3.02,66.24,0.21,0.22,0.26,6.4,Inf,Inf
"Dennis","Jun","obs_na",30,0,0,0,0,30,30,0,0,0,0,0,30,2,0,120,120
"Dennis","Jul","mean",13.93,Inf,-Inf,1.21,913.5,72.14,8.17,0.42,32.34,5.94,221.77,0.25,0.3,0.28,12.31,NA,NA
"Dennis","Jul","max",20.7,Inf,31.41,17.4,922.62,94.03,12.72,1.78,89.55,9.06,361.56,0.4,0.55,0.52,14.97,-Inf,-Inf
"Dennis","Jul","min",8.09,0.36,-Inf,0,901.92,46.95,2.82,0,270.08,3.52,77.91,0.12,0.13,0.22,9.95,Inf,Inf
"Dennis","Jul","obs_na",5,0,0,0,0,5,5,0,0,0,0,0,31,0,0,148,148
"Dennis","Aug","mean",13.54,6.4,21.04,1.05,913.17,73.93,8.16,0.3,22.6,5.39,187.65,0.2,0.27,0.23,12.42,NA,NA
"Dennis","Aug","max",19.36,12.87,31.13,23.2,923.91,95.65,12.5,1.36,87.74,11.07,312.29,0.37,0.46,0.36,14.73,-Inf,-Inf
"Dennis","Aug","min",5.77,0.6,9.93,0,897.8,51.2,3.34,0,275.7,2.52,41.4,0.09,0.08,0.16,10.32,Inf,Inf
"Dennis","Aug","obs_na",0,0,0,0,0,0,0,0,0,0,0,0,31,10,0,155,155
"Dennis","Sep","mean",8.94,Inf,-Inf,2.27,909.54,81.31,5.37,0.19,11.53,4.94,121.66,0.2,0.29,0.26,9.91,NA,NA
"Dennis","Sep","max",16.7,Inf,30.92,45.2,925.08,97.73,10.43,1.22,85.56,9.06,223.85,0.39,0.57,0.51,12.8,-Inf,-Inf
"Dennis","Sep","min",-0.06,-2.86,-Inf,0,884.4,52.48,-0.96,0,280.67,1.51,16.29,0.07,0.07,0.19,6.84,Inf,Inf
"Dennis","Sep","obs_na",28,0,0,0,0,28,28,0,0,0,0,0,30,30,0,142,142
"Dennis","Oct","mean",2.95,Inf,-Inf,2.13,907.56,88.47,1.06,0.15,356.97,4.69,63.02,0.28,0.36,0.34,5.8,NA,NA
"Dennis","Oct","max",10.46,Inf,20.6,19,926.75,98.1,8.41,1.68,88.33,11.07,135.56,0.4,0.56,0.51,9.55,-Inf,-Inf
"Dennis","Oct","min",-8.64,-14.95,-Inf,0,877.63,70.15,-11.82,0,270.68,0,3.74,0.16,0.22,0.22,1.75,Inf,Inf
"Dennis","Oct","obs_na",31,0,0,0,0,31,31,0,0,0,0,0,31,31,0,124,124
"Dennis","Nov","mean",-4.22,Inf,-Inf,1.82,906.01,92.21,-5.32,0.13,353.28,4.08,25.7,0.31,0.39,0.37,2.42,NA,NA
"Dennis","Nov","max",3.17,Inf,8.62,23.2,936.81,99.13,2.77,1.26,89.67,14.09,75.5,0.4,0.59,0.52,3.89,-Inf,-Inf
"Dennis","Nov","min",-18.74,-25.61,-Inf,0,880.71,72.68,-21.4,0,270.32,0,1.81,0.24,0.26,0.23,1.44,Inf,Inf
"Dennis","Nov","obs_na",30,0,0,0,0,30,30,0,0,0,0,0,30,30,0,120,120
"Dennis","Dec","mean",-6.77,Inf,-Inf,0.62,904.66,93.2,-7.68,0.09,357.27,2.61,9.51,0.31,0.35,0.36,1.7,NA,NA
"Dennis","Dec","max",2.19,Inf,3.98,32.2,936.64,99.95,1.44,1.93,89.16,10.07,24.05,0.4,0.55,0.52,2.34,-Inf,-Inf
"Dennis","Dec","min",-29.8,-35.44,-Inf,0,872.45,75.24,-32.48,0,272.82,0,1.49,0.24,0.24,0.24,0.49,Inf,Inf
"Dennis","Dec","obs_na",31,0,0,0,0,31,31,0,0,0,0,0,31,31,0,124,124
"Dunster","Jan","mean",-4.93,-7.27,-2.79,0.76,911.99,88.72,-6.52,0.7,325.37,5.82,19.09,0.12,NA,NA,0.12,NA,33.35
"Dunster","Jan","max",3.9,3.14,5.15,20.4,929.87,97.17,2.68,2.37,81.55,15.21,56.13,0.24,-Inf,-Inf,0.37,-Inf,44.08
"Dunster","Jan","min",-30.94,-32.6,-29.32,0,883.67,58.92,-33.37,0,270.15,0,2.9,0,Inf,Inf,-0.06,Inf,19.3
"Dunster","Jan","obs_na",0,0,0,0,0,0,0,0,0,0,0,93,320,320,289,320,279
"Dunster","Feb","mean",-7.13,-10.33,-3.88,0.73,911.05,83.02,-9.6,0.66,344.87,5.76,47.75,0.13,NA,NA,-0.11,NA,40.5
"Dunster","Feb","max",4.65,2.66,8.64,24.8,931.13,97.08,2.61,3.13,88.03,12.8,137.22,0.21,-Inf,-Inf,0.2,-Inf,43.75
"Dunster","Feb","min",-26.04,-28.6,-24.43,0,887.38,48.92,-28.33,0,270.01,1.01,4.83,0.02,Inf,Inf,-0.25,Inf,28.85
"Dunster","Feb","obs_na",0,0,0,0,0,0,0,0,0,0,0,85,282,282,254,282,254
"Dunster","Mar","mean",-0.76,-4.81,3.76,0.97,909.58,75.21,-4.91,0.73,346.62,5.93,108.1,0.15,NA,NA,0.12,NA,29.73
"Dunster","Mar","max",8.25,4.19,16.51,11,926.67,95.45,4.18,2.22,89.22,13.17,246.67,0.23,-Inf,-Inf,0.28,-Inf,39.09
"Dunster","Mar","min",-18.05,-22.94,-13.73,0,891.48,43.18,-26.91,0,270.25,2.01,9.42,0.05,Inf,Inf,-0.07,Inf,23.79
"Dunster","Mar","obs_na",0,0,0,0,0,0,0,0,0,0,0,93,310,310,279,310,279
"Dunster","Apr","mean",4.7,-0.46,10.57,0.89,910.92,65.43,-1.92,0.75,355.59,6.35,183.95,0.21,NA,NA,4.4,NA,2.71
"Dunster","Apr","max",15.28,7.47,25.89,18.4,927.52,93.37,7.27,2.37,87.74,13.73,323.65,0.41,-Inf,-Inf,8.49,-Inf,22.24
"Dunster","Apr","min",-8.63,-15.14,-3.75,0,893.99,37.78,-16.77,0,270.66,2.52,48.59,0.12,Inf,Inf,0.06,Inf,0
"Dunster","Apr","obs_na",0,0,0,0,0,0,0,0,0,0,0,90,311,311,281,311,270
"Dunster","May","mean",11.07,4.68,17.83,1.22,911.75,63.78,3.53,0.59,357.27,5.96,227.69,0.13,NA,NA,10.37,NA,0
"Dunster","May","max",19.69,11.66,29.97,27,925.57,95.63,11.77,2.2,89.96,14.1,379.1,0.26,-Inf,-Inf,14.36,-Inf,0
"Dunster","May","min",1.75,-2.33,4.04,0,896.5,33.87,-7.66,0,270.2,2.01,42.91,0.01,Inf,Inf,6.83,Inf,0
"Dunster","May","obs_na",0,0,0,0,0,0,0,0,0,0,0,93,341,341,310,341,279
"Dunster","Jun","mean",13.52,7.62,19.98,1.79,911.64,69.63,7.35,0.53,6.63,5.79,231.86,0.11,NA,NA,14.6,NA,0
"Dunster","Jun","max",27.01,18.75,37.21,22.4,923.56,96.3,15.81,2.59,89.68,12.43,399.61,0.25,-Inf,-Inf,17.78,-Inf,0
"Dunster","Jun","min",6.13,0.63,7.14,0,893.71,33.33,-0.24,0,270.62,1.48,50.51,0.01,Inf,Inf,11.25,Inf,0
"Dunster","Jun","obs_na",0,0,0,0,0,0,0,0,0,0,0,90,344,344,314,344,284
"Dunster","Jul","mean",16.02,10.25,22.75,1.6,913.54,72.11,10.31,0.43,10.3,5.38,222.48,0.11,NA,NA,15.65,NA,0
"Dunster","Jul","max",24.93,18.25,36.58,24,922.88,96.98,15.18,2.3,89.27,13.92,405.03,0.27,-Inf,-Inf,17.34,-Inf,0
"Dunster","Jul","min",7.93,5.2,9.83,0,902.76,38.69,2.71,0,270.26,1.01,30.09,0,Inf,Inf,14.43,Inf,0
"Dunster","Jul","obs_na",0,0,0,0,0,0,0,0,0,0,0,93,372,372,341,372,292
"Dunster","Aug","mean",14.98,9.66,21.39,1.69,913.33,76.12,10.33,0.36,12.15,5.21,179.38,0.11,NA,NA,14.36,NA,0
"Dunster","Aug","max",22.45,17.06,33.47,30,923.4,95.83,16.63,1.64,89.45,12.99,343.05,0.27,-Inf,-Inf,16.33,-Inf,0
"Dunster","Aug","min",7.74,2.5,9.76,0,900.75,45.21,4.68,0,270.14,1.01,22.59,0,Inf,Inf,12.02,Inf,0
"Dunster","Aug","obs_na",0,0,0,0,0,0,0,0,0,0,0,69,372,372,341,372,279
"Dunster","Sep","mean",10.02,5.85,15.09,2.2,912.28,82.74,7,0.39,357.55,4.89,111.92,0.15,NA,NA,12.96,NA,0
"Dunster","Sep","max",19.31,13.81,27.63,37.41,928.8,96.65,12.81,5.72,89.55,11.13,262.86,0.26,-Inf,-Inf,13.86,-Inf,0
"Dunster","Sep","min",-0.21,-3.57,5.31,0,890.5,56.93,-4.91,0,270.26,1.01,22.38,0.03,Inf,Inf,12.23,Inf,0
"Dunster","Sep","obs_na",0,0,0,0,0,0,0,0,0,0,0,85,381,381,374,381,292
"Dunster","Oct","mean",4.17,1.05,7.46,2.08,912.37,84.88,1.72,0.54,347.82,5.69,53.52,0.18,NA,NA,2.18,NA,0
"Dunster","Oct","max",13.42,11.2,18.56,25,927.79,97.36,10.47,2.04,87.96,13.59,169.21,0.3,-Inf,-Inf,4.01,-Inf,0
"Dunster","Oct","min",-10.96,-14.63,-8.7,0,889.26,58.08,-13.69,0,270.38,1.86,9.83,0.02,Inf,Inf,1.09,Inf,0
"Dunster","Oct","obs_na",0,0,0,0,0,0,0,0,0,0,0,93,372,372,361,372,279
"Dunster","Nov","mean",-2.26,-4.45,-0.17,1.42,911.11,88.77,-3.9,0.51,335.54,5.28,20.19,0.17,NA,NA,1.13,NA,4.12
"Dunster","Nov","max",10.81,8.12,14.65,32.6,935.43,97.61,5.29,2.48,89.96,11.87,58.53,0.3,-Inf,-Inf,2.8,-Inf,14.37
"Dunster","Nov","min",-25.59,-28.6,-23.14,0,888.76,66.06,-27.57,0,271.14,0,1.6,0,Inf,Inf,-0.02,Inf,0
"Dunster","Nov","obs_na",0,0,0,0,0,0,0,0,0,0,0,90,360,360,330,360,270
"Dunster","Dec","mean",-5.76,-7.89,-3.84,0.72,911.01,89.48,-7.22,0.51,327.07,5.17,12.01,0.12,NA,NA,0.55,NA,21.37
"Dunster","Dec","max",3.08,1.97,5.05,20.8,937.07,97.5,2.36,2.57,89.8,13.92,39.62,0.2,-Inf,-Inf,0.71,-Inf,43.42
"Dunster","Dec","min",-30.66,-32.07,-29.12,0,883,72.51,-33.19,0,271.51,0,1.65,0,Inf,Inf,0.19,Inf,3.03
"Dunster","Dec","obs_na",0,0,0,0,0,0,0,0,0,0,0,98,372,372,341,372,279
"Endako","Jan","mean",-7.49,-11.79,-3.57,0.92,914.44,87.84,-9.17,0.44,3.6,3.66,25.98,0.1,NA,NA,1,38.17,NA
"Endako","Jan","max",3.85,2.29,9.88,28,935.75,96.59,2.12,3.6,89.97,15.21,126.91,0.23,-Inf,-Inf,1,100,-Inf
"Endako","Jan","min",-33.43,-40.06,-25.67,0,879.18,64.17,-37.21,0,270.25,0,2.17,0.01,Inf,Inf,1,0,Inf
"Endako","Jan","obs_na",0,0,0,0,31,0,0,0,8,0,0,341,558,558,556,0,558
"Endako","Feb","mean",-7.48,-13.43,-1.61,0.61,914.75,80.99,-10.3,0.6,2.55,4.58,65.31,0.09,NA,NA,NA,26.03,NA
"Endako","Feb","max",4.57,1.99,10.2,25,936.68,96.17,1.41,3.99,89.79,14.47,156.97,0.24,-Inf,-Inf,-Inf,100,-Inf
"Endako","Feb","min",-29.41,-37.25,-21.37,0,887.75,47.55,-32.84,0,270.44,0.5,5.5,0,Inf,Inf,Inf,0,Inf
"Endako","Feb","obs_na",0,0,0,0,28,0,0,0,3,0,0,287,509,509,509,0,509
